Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTcyODg1MjA2OTkzNDgxOjE2OTAzODAzNjA6c3BfYXRmX25leHQ6MjAxNTk1MzI1NDI2OTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690380360%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,N/A,"₹2,499",4.4,7
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-51,N/A,₹979,4.4,"3,316"
https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-52,N/A,₹549,3.9,"7,674"
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-53,N/A,₹949,3.8,"1,022"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-54,N/A,₹699,3.8,584
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-55,N/A,₹549,4.0,683
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-56,N/A,₹680,3.6,188
https://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-57,N/A,"₹1,375",4.2,"2,265"
https://www.amazon.in/Ritzy-Waterproof-Hi-Quality-External-Resistant/dp/B09Q172X7J/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1690380360&sprefix=ba%2Caps%2C283&sr=8-58,N/A,"₹2,809",4.2,121
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTcyODg1MjA2OTkzNDgxOjE2OTAzODAzNjA6c3BfbXRmOjMwMDAyMTQyNjQ4NTMzMjo6MDo6&url=%2FBetterShine-Printed-Waterproof-Backpack-Compartment%2Fdp%2FB0CC2PSGHK%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690380360%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA28K09EI2KGVEK,N/A,₹699,N/A,M.R.P:
